Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,KMeans_Cluster
28.0,1,3.0,2.0,10.0,23.0,1,0,791.0,26.0,1.0,0
44.0,1,45.0,2.0,4.0,14.0,0,2,515.31,27.0,0.0,2
38.0,1,14.0,30.0,3.0,19.0,2,0,753.69,7.0,0.0,1
45.0,1,30.0,29.0,4.0,14.0,2,2,840.97,11.0,0.0,2
38.0,1,56.0,7.0,2.0,16.0,1,0,959.9,28.0,0.0,1
64.0,1,15.0,14.0,5.0,9.0,1,2,875.0,1.0,1.0,2
34.0,1,11.0,11.0,1.0,5.0,1,2,701.72,16.0,0.0,2
29.0,1,7.0,12.0,0.0,1.0,0,2,522.89,9.0,0.0,2
48.0,1,15.0,30.0,4.0,20.0,0,0,969.72,6.0,0.0,1
22.0,1,51.0,19.0,0.0,15.0,0,0,750.63,28.0,0.0,1
55.0,0,11.0,28.0,8.0,11.0,0,1,788.0,13.0,1.0,0
44.0,1,29.0,9.0,7.0,12.0,0,1,839.41,13.0,1.0,1
18.0,1,47.0,19.0,9.0,24.0,1,2,147.0,24.0,1.0,0
48.0,1,25.0,17.0,6.0,8.0,1,1,455.0,24.0,1.0,0
48.0,0,8.0,12.0,0.0,30.0,0,1,437.0,14.0,1.0,0
45.0,0,35.0,2.0,1.0,14.0,0,0,377.07,9.0,1.0,3
20.0,1,23.0,16.0,2.0,2.0,1,0,714.3,28.0,0.0,1
26.0,1,48.0,26.0,0.0,11.0,0,0,902.38,6.0,0.0,1
55.0,1,38.0,21.0,3.0,16.0,1,1,533.0,23.0,1.0,0
46.0,1,54.0,6.0,3.0,16.0,1,0,998.47,25.0,0.0,1
48.0,1,50.0,18.0,0.0,0.0,0,2,564.89,24.0,0.0,2
24.0,1,39.0,7.0,2.0,10.0,0,0,732.0,18.0,0.0,1
39.0,0,28.0,29.0,3.0,4.0,2,0,565.0,24.0,1.0,3
31.0,1,37.0,1.0,7.0,26.0,0,2,977.38,6.0,1.0,2
37.0,0,11.0,27.0,3.0,7.0,2,2,262.0,14.0,1.0,3
37.0,1,29.0,2.0,3.0,12.0,2,0,747.61,23.0,0.0,1
21.0,1,3.0,6.0,3.0,27.0,2,1,136.0,10.0,1.0,0
44.0,1,11.0,13.0,10.0,3.0,1,2,647.0,10.0,1.0,0
32.0,1,17.0,13.0,1.0,20.0,2,0,826.68,17.0,0.0,1
25.0,1,58.0,6.0,0.0,8.0,1,0,529.28,27.0,0.0,1
51.0,1,23.0,26.0,9.0,8.0,0,2,388.0,29.0,1.0,0
62.0,1,24.0,2.0,1.0,27.0,1,0,112.0,30.0,1.0,0
27.0,1,7.0,13.0,4.0,15.0,0,1,980.64,28.0,1.0,1
46.0,0,35.0,22.0,5.0,25.0,0,0,473.85,19.0,1.0,0
20.0,1,48.0,22.0,0.0,13.0,2,2,932.49,8.0,0.0,2
64.0,1,8.0,2.0,6.0,11.0,0,2,240.0,6.0,1.0,0
19.0,1,38.0,18.0,6.0,16.0,2,1,838.0,24.0,1.0,2
41.0,0,51.0,1.0,2.0,3.0,2,2,611.62,3.0,0.0,3
38.0,0,4.0,19.0,1.0,8.0,2,0,879.41,10.0,0.0,3
48.0,1,39.0,18.0,0.0,3.0,1,2,803.3,6.0,0.0,2
23.0,1,27.0,19.0,1.0,23.0,1,0,596.0,22.0,1.0,1
39.0,1,22.0,16.0,1.0,9.0,1,0,635.5,5.0,0.0,1
48.0,0,53.0,27.0,1.0,14.0,1,2,931.59,13.0,0.0,3
38.0,1,37.0,5.0,8.0,24.0,2,1,705.0,26.0,1.0,0
62.0,1,20.0,2.0,3.0,29.0,0,0,665.0,7.0,1.0,0
60.0,0,51.0,13.0,3.0,20.0,1,0,835.0,12.0,1.0,3
41.0,0,36.0,23.0,6.0,24.0,2,0,335.0,8.0,1.0,0
54.0,0,11.0,28.0,0.0,17.0,2,1,327.41,7.0,1.0,3
35.0,0,57.0,3.0,7.0,24.0,2,1,425.0,12.0,1.0,0
64.0,0,7.0,7.0,7.0,11.0,1,2,855.0,9.0,1.0,0
47.0,0,48.0,4.0,1.0,16.0,1,0,746.08,13.0,0.0,3
22.0,0,10.0,20.0,3.0,16.0,2,2,306.0,16.0,1.0,3
32.0,1,54.0,7.0,3.0,8.0,1,2,898.73,17.0,0.0,2
26.0,1,57.0,22.0,2.0,12.0,2,0,557.36,17.0,0.0,1
45.0,0,38.0,22.0,4.0,0.0,1,1,694.0,28.0,1.0,3
19.0,1,13.0,1.0,9.0,16.0,1,0,932.0,16.0,1.0,1
65.0,0,21.0,20.0,10.0,2.0,2,0,421.0,15.0,1.0,0
54.0,0,57.0,15.0,6.0,25.0,0,0,454.0,5.0,1.0,0
37.0,0,48.0,12.0,2.0,18.0,2,0,693.73,7.0,0.0,3
31.0,1,31.0,24.0,2.0,17.0,2,0,576.0,29.0,0.0,1
38.0,0,40.0,27.0,1.0,4.0,1,2,508.46,11.0,0.0,3
52.0,1,36.0,10.0,4.0,26.0,2,1,141.0,10.0,1.0,0
28.0,1,28.0,17.0,3.0,20.0,0,0,209.0,30.0,1.0,0
38.0,1,21.0,8.0,10.0,12.0,0,0,924.0,5.0,1.0,1
34.0,1,17.0,29.0,2.0,5.0,0,2,627.74,2.0,0.0,2
42.0,1,24.0,10.0,4.0,16.0,2,2,545.96,22.0,0.0,2
46.0,1,36.0,22.0,3.0,0.0,2,0,666.49,22.0,0.0,1
24.0,1,43.0,2.0,2.0,15.0,1,2,833.32,3.0,0.0,2
35.0,1,45.0,20.0,2.0,13.0,0,2,678.54,5.0,0.0,2
62.0,1,24.0,2.0,2.0,8.0,2,1,317.0,18.0,1.0,0
64.0,0,22.0,15.0,10.0,13.0,2,2,548.0,19.0,1.0,0
45.0,1,35.0,3.0,0.0,1.0,0,0,774.87,6.0,0.0,1
42.0,1,18.0,3.0,1.0,11.0,0,0,465.0,1.0,1.0,1
57.0,0,23.0,16.0,5.0,28.0,1,1,824.22,22.0,1.0,0
48.0,0,43.0,1.0,4.0,16.0,0,0,952.0,18.0,1.0,3
36.0,1,19.0,13.0,1.0,8.0,2,0,523.94,13.0,0.0,1
41.0,1,6.0,9.0,3.0,2.0,0,2,870.87,14.0,0.0,2
24.0,0,49.0,16.0,2.0,10.0,1,2,765.6,7.0,0.0,3
39.0,1,19.0,14.0,1.0,16.0,1,2,985.77,4.0,0.0,2
30.0,0,2.0,2.0,4.0,16.0,2,0,973.87,21.0,1.0,3
29.0,1,13.0,29.0,0.0,26.0,0,0,141.0,30.0,1.0,1
29.0,1,54.0,4.0,4.0,9.0,0,1,687.0,20.0,1.0,2
21.0,0,16.0,7.0,7.0,18.0,1,1,750.0,29.0,1.0,0
35.0,1,42.0,28.0,3.0,19.0,2,2,668.98,1.0,0.0,2
37.0,1,23.0,30.0,0.0,8.0,2,0,666.53,10.0,0.0,1
31.0,1,30.0,27.0,9.0,21.0,1,0,155.0,11.0,1.0,0
19.0,1,3.0,11.0,0.0,18.0,1,2,999.34,23.0,0.0,2
43.0,1,44.0,28.0,3.0,8.0,2,2,575.59,21.0,0.0,2
56.0,0,39.0,14.0,6.0,23.0,0,2,652.18,17.0,1.0,0
43.0,0,17.0,28.0,5.0,13.0,1,1,533.34,4.0,1.0,3
55.0,0,13.0,26.0,2.0,13.0,0,1,817.0,28.0,1.0,3
26.0,0,26.0,22.0,1.0,3.0,0,0,893.0,13.0,0.0,3
24.0,1,11.0,6.0,1.0,10.0,2,0,792.2,26.0,0.0,1
43.0,0,10.0,11.0,7.0,20.0,0,2,620.0,3.0,1.0,0
34.0,1,28.0,17.0,0.0,10.0,2,0,664.0,7.0,0.0,1
38.0,1,2.0,30.0,6.0,2.0,0,1,947.0,6.0,1.0,1
23.0,0,8.0,22.0,8.0,26.0,0,2,452.0,11.0,1.0,0
48.0,1,53.0,29.0,2.0,10.0,0,2,977.14,7.0,0.0,2
39.0,0,48.0,9.0,3.0,7.0,2,0,297.0,29.0,1.0,0
65.0,0,51.0,4.0,0.0,27.0,0,0,396.0,6.0,1.0,3
35.0,1,7.0,16.0,6.0,6.0,1,0,969.0,10.0,1.0,1
45.0,0,9.0,20.0,3.0,2.0,2,0,505.6,2.0,0.0,3
24.0,1,30.0,17.0,9.0,11.0,2,1,395.0,17.0,1.0,0
32.0,0,41.0,7.0,3.0,23.0,0,0,459.0,8.0,1.0,3
37.0,1,5.0,7.0,2.0,7.0,2,2,597.77,1.0,0.0,2
47.0,0,19.0,20.0,2.0,15.0,0,2,773.56,15.0,0.0,3
60.0,0,57.0,29.0,2.0,21.0,2,2,429.0,24.0,1.0,0
57.0,0,33.0,16.0,6.0,8.0,0,2,980.0,4.0,1.0,3
47.0,1,9.0,7.0,4.0,4.0,0,2,550.07,27.0,0.0,2
49.0,1,58.0,29.0,0.0,4.0,1,2,853.22,27.0,0.0,2
23.0,1,29.0,23.0,7.0,12.0,2,1,164.0,11.0,1.0,0
21.0,1,43.0,12.0,1.0,16.0,1,0,723.49,27.0,0.0,1
28.0,0,24.0,25.0,9.0,17.0,2,1,278.0,25.0,1.0,0
21.0,1,7.0,18.0,0.0,19.0,1,0,124.0,14.0,1.0,1
44.0,1,50.0,15.0,3.0,7.0,1,2,750.96,10.0,0.0,2
37.0,1,23.0,9.0,10.0,29.0,1,2,605.58,20.0,1.0,0
43.0,1,57.0,8.0,3.0,6.0,1,2,978.92,21.0,0.0,2
41.0,0,2.0,14.0,10.0,10.0,0,1,916.0,9.0,1.0,3
49.0,1,51.0,2.0,2.0,3.0,1,0,822.43,29.0,0.0,1
39.0,1,3.0,12.0,1.0,0.0,0,2,996.0,23.0,1.0,2
41.0,1,34.0,15.0,2.0,18.0,1,1,913.0,17.0,1.0,1
33.0,1,49.0,17.0,2.0,14.0,2,0,996.32,7.0,0.0,1
48.0,1,59.0,27.0,2.0,11.0,1,0,827.63,27.0,0.0,1
36.0,0,17.0,15.0,5.0,28.0,1,0,907.0,4.0,1.0,3
49.0,0,20.0,26.0,2.0,5.0,2,2,597.99,2.0,0.0,3
57.0,0,42.0,11.0,0.0,15.0,1,2,798.0,11.0,1.0,3
51.0,1,8.0,21.0,1.0,10.0,2,1,683.0,8.0,1.0,1
38.0,1,31.0,10.0,7.0,5.0,2,1,553.0,15.0,1.0,0
42.0,0,1.0,15.0,0.0,25.0,1,0,416.0,1.0,1.0,3
30.0,1,60.0,3.0,2.0,12.0,1,0,712.67,1.0,0.0,1
34.0,1,3.0,20.0,3.0,18.0,2,0,731.35,19.0,0.0,1
24.0,1,19.0,26.0,4.0,16.0,1,1,627.0,22.0,1.0,1
65.0,0,38.0,7.0,0.0,26.0,1,1,443.0,11.0,1.0,0
41.0,1,36.0,2.0,1.0,18.0,0,2,668.05,14.0,0.0,2
60.0,0,38.0,16.0,7.0,22.0,0,2,835.0,22.0,1.0,0
32.0,1,23.0,21.0,1.0,17.0,1,0,559.03,13.0,0.0,1
22.0,0,5.0,9.0,3.0,9.0,2,1,357.0,24.0,1.0,3
29.0,0,50.0,2.0,9.0,3.0,2,0,167.0,18.0,1.0,0
52.0,0,46.0,22.0,0.0,1.0,1,0,528.0,11.0,1.0,3
27.0,1,50.0,12.0,10.0,25.0,1,1,829.0,9.0,1.0,0
39.0,1,19.0,14.0,0.0,4.0,0,0,981.88,29.0,0.0,1
42.0,1,56.0,9.0,7.0,22.0,1,2,693.0,9.0,1.0,2
39.0,1,23.0,9.0,3.0,18.0,0,2,907.0,3.0,1.0,2
36.0,1,5.0,9.0,0.0,2.0,1,2,658.91,20.0,0.0,2
44.0,1,43.0,7.0,6.0,16.0,2,1,580.0,27.0,1.0,0
39.0,1,16.0,17.0,0.0,5.0,0,2,535.82,18.0,0.0,2
46.0,1,25.0,19.0,3.0,6.0,2,2,894.58,3.0,0.0,2
52.0,0,15.0,28.0,9.0,3.0,2,2,455.1,9.0,1.0,0
21.0,1,10.0,23.0,8.0,21.0,1,0,349.0,2.0,1.0,0
47.0,1,13.0,4.0,5.0,24.0,1,0,765.0,22.0,1.0,1
45.0,1,32.0,25.0,1.0,9.0,0,0,806.95,14.0,0.0,1
61.0,0,13.0,4.0,4.0,22.0,1,1,927.84,12.0,1.0,3
23.0,0,15.0,27.0,8.0,15.0,2,0,707.0,27.0,1.0,0
38.0,0,34.0,2.0,0.0,20.0,0,0,629.83,3.0,0.0,3
50.0,1,24.0,25.0,0.0,18.0,0,0,877.52,4.0,0.0,1
57.0,1,40.0,21.0,2.0,8.0,0,0,514.0,13.0,1.0,1
42.0,1,33.0,24.0,2.0,15.0,1,0,762.54,20.0,0.0,1
33.0,0,19.0,22.0,2.0,14.0,1,0,830.96,13.0,0.0,3
60.0,0,57.0,26.0,10.0,30.0,1,0,202.81,20.0,1.0,0
28.0,0,4.0,12.0,8.0,7.0,2,2,777.0,3.0,1.0,3
41.0,0,4.0,13.0,10.0,13.0,1,1,280.93,24.0,1.0,0
18.0,0,47.0,4.0,7.0,2.0,1,2,932.0,7.0,1.0,3
27.0,1,33.0,30.0,5.0,19.0,2,1,954.0,17.0,1.0,2
31.0,0,42.0,24.0,3.0,21.0,1,2,430.0,28.0,1.0,0
49.0,0,11.0,7.0,4.0,25.0,0,0,937.0,3.0,1.0,3
34.0,1,41.0,17.0,2.0,19.0,1,2,943.7,20.0,0.0,2
36.0,0,47.0,16.0,7.0,29.0,1,2,212.0,29.0,1.0,0
27.0,0,41.0,8.0,8.0,18.0,0,2,961.22,29.0,1.0,0
25.0,0,39.0,19.0,6.0,26.0,1,1,166.0,14.0,1.0,0
25.0,1,18.0,8.0,6.0,11.0,2,0,521.0,24.0,1.0,1
32.0,1,39.0,2.0,1.0,15.0,2,0,577.81,14.0,0.0,1
63.0,1,56.0,5.0,2.0,17.0,1,0,831.0,29.0,1.0,1
52.0,1,47.0,8.0,8.0,22.0,0,0,813.14,10.0,1.0,0
25.0,0,14.0,20.0,8.0,4.0,0,2,324.0,14.0,1.0,0
57.0,0,58.0,7.0,7.0,11.0,0,0,796.0,16.0,1.0,0
45.0,0,2.0,11.0,5.0,9.0,1,0,143.87,4.0,1.0,0
18.0,1,60.0,18.0,9.0,29.0,0,0,939.0,25.0,1.0,1
26.0,0,32.0,20.0,4.0,3.0,1,2,401.0,30.0,1.0,3
49.0,0,8.0,13.0,0.0,16.0,0,0,599.81,12.0,0.0,3
61.0,1,24.0,12.0,9.0,1.0,2,0,844.0,10.0,1.0,1
24.0,1,55.0,26.0,1.0,5.0,0,2,669.25,29.0,0.0,2
34.0,0,4.0,14.0,1.0,21.0,0,1,693.63,29.0,1.0,3
26.0,0,8.0,27.0,4.0,9.0,2,1,141.0,21.0,1.0,0
39.0,0,6.0,4.0,0.0,9.0,0,2,551.23,11.0,0.0,3
37.0,1,8.0,5.0,1.0,8.0,0,0,689.81,5.0,0.0,1
61.0,1,19.0,23.0,9.0,11.0,0,1,269.0,21.0,1.0,0
33.0,1,29.0,12.0,6.0,29.0,0,2,111.0,30.0,1.0,0
34.0,1,29.0,13.0,1.0,17.0,0,0,785.63,10.0,0.0,1
50.0,1,54.0,29.0,6.0,19.0,2,1,776.0,14.0,1.0,0
55.0,0,29.0,9.0,0.0,7.0,1,2,279.0,14.0,1.0,3
33.0,0,18.0,4.0,4.0,1.0,2,0,180.0,9.0,1.0,3
42.0,0,53.0,14.0,8.0,11.0,1,2,160.0,29.0,1.0,0
41.0,0,59.0,29.0,1.0,9.0,1,2,994.82,6.0,0.0,3
42.0,1,11.0,1.0,3.0,15.0,1,2,846.91,18.0,0.0,2
33.0,1,34.0,27.0,3.0,8.0,0,0,841.1,15.0,0.0,1
29.0,1,56.0,14.0,4.0,11.0,2,0,480.0,12.0,1.0,1
43.0,1,32.0,2.0,7.0,10.0,2,1,616.0,19.0,1.0,0
23.0,0,29.0,19.0,2.0,8.0,0,1,166.0,1.0,1.0,3
50.0,1,3.0,29.0,0.0,25.0,1,1,664.0,5.0,1.0,1
43.0,0,51.0,11.0,7.0,11.0,0,1,187.0,11.0,1.0,0
56.0,1,6.0,18.0,0.0,9.0,0,0,542.0,21.0,1.0,1
41.0,0,21.0,20.0,3.0,17.0,0,2,895.49,5.0,0.0,3
35.0,1,45.0,26.0,0.0,6.0,0,0,514.34,21.0,0.0,1
55.0,1,4.0,3.0,7.0,5.0,2,2,654.0,6.0,1.0,2
19.0,0,21.0,13.0,3.0,7.0,1,2,394.0,15.0,1.0,3
45.0,1,41.0,20.0,1.0,17.0,1,0,779.26,20.0,0.0,1
40.0,1,45.0,18.0,4.0,5.0,0,0,893.35,13.0,0.0,1
48.0,0,44.0,30.0,4.0,11.0,0,2,640.26,10.0,0.0,3
47.0,0,34.0,8.0,2.0,5.0,1,2,738.66,13.0,0.0,3
36.0,1,45.0,23.0,3.0,11.0,0,0,612.86,22.0,0.0,1
33.0,1,21.0,11.0,2.0,10.0,2,0,581.77,1.0,0.0,1
24.0,1,26.0,24.0,2.0,3.0,2,0,896.54,8.0,0.0,1
64.0,1,8.0,30.0,0.0,24.0,1,0,545.0,3.0,1.0,1
34.0,1,39.0,17.0,3.0,2.0,1,0,658.27,26.0,0.0,1
49.0,0,58.0,23.0,6.0,19.0,2,2,527.0,12.0,1.0,0
30.0,0,44.0,6.0,2.0,13.0,0,2,721.15,15.0,0.0,3
41.0,0,41.0,6.0,2.0,17.0,1,2,806.46,9.0,0.0,3
47.0,1,10.0,21.0,0.0,3.0,1,0,673.3,17.0,0.0,1
37.0,0,22.0,2.0,1.0,24.0,2,0,473.0,14.0,1.0,3
47.0,1,28.0,1.0,0.0,13.0,1,2,659.29,13.0,0.0,2
54.0,1,57.0,11.0,9.0,5.0,2,1,439.0,20.0,1.0,0
32.0,1,8.0,28.0,10.0,9.0,0,0,634.0,1.0,1.0,1
39.0,1,55.0,27.0,3.0,4.0,0,2,593.44,5.0,0.0,2
23.0,0,26.0,15.0,2.0,16.0,0,0,706.92,12.0,0.0,3
65.0,1,12.0,8.0,3.0,29.0,2,1,136.0,6.0,1.0,0
55.0,1,12.0,5.0,10.0,15.0,0,2,359.0,3.0,1.0,0
47.0,1,27.0,30.0,4.0,13.0,0,0,384.0,11.0,1.0,1
27.0,0,5.0,20.0,9.0,10.0,1,0,486.37,5.0,1.0,0
50.0,1,28.0,21.0,3.0,12.0,0,0,551.0,29.0,0.0,1
28.0,0,33.0,8.0,0.0,7.0,2,2,971.28,12.0,0.0,3
59.0,0,51.0,13.0,2.0,3.0,2,0,255.0,19.0,1.0,3
47.0,1,44.0,7.0,1.0,7.0,0,2,774.17,29.0,0.0,2
32.0,1,30.0,21.0,1.0,14.0,1,2,712.12,23.0,0.0,2
54.0,0,21.0,3.0,9.0,14.0,1,2,715.82,15.0,1.0,0
24.0,0,11.0,16.0,2.0,4.0,0,2,901.64,15.0,0.0,3
34.0,0,24.0,12.0,3.0,24.0,2,2,152.95,2.0,1.0,0
30.0,0,39.0,28.0,1.0,13.0,1,0,124.0,1.0,1.0,3
37.0,1,18.0,2.0,9.0,10.0,0,2,923.0,16.0,1.0,2
57.0,1,31.0,4.0,2.0,14.0,2,1,623.92,24.0,1.0,1
34.0,1,33.0,19.0,4.0,18.0,1,2,538.0,28.0,1.0,2
48.0,1,48.0,22.0,10.0,25.0,0,2,305.0,2.0,1.0,0
28.0,0,32.0,8.0,10.0,9.0,0,0,544.0,28.0,1.0,0
40.0,0,4.0,3.0,6.0,1.0,0,0,901.0,23.0,1.0,3
28.0,0,15.0,2.0,7.0,15.0,1,1,488.52,6.0,1.0,3
57.0,0,32.0,25.0,7.0,27.0,0,0,940.47,12.0,1.0,0
26.0,0,32.0,22.0,1.0,19.0,0,0,377.89,3.0,1.0,3
44.0,0,2.0,13.0,3.0,8.0,1,2,425.0,1.0,1.0,3
43.0,1,19.0,17.0,7.0,4.0,0,2,681.0,3.0,1.0,2
25.0,0,18.0,28.0,0.0,3.0,2,0,900.38,13.0,0.0,3
28.0,0,6.0,8.0,7.0,9.0,2,1,824.0,4.0,1.0,3
42.0,1,9.0,2.0,1.0,3.0,0,2,651.87,24.0,0.0,2
46.0,0,18.0,13.0,4.0,11.0,0,2,806.76,3.0,0.0,3
65.0,1,56.0,3.0,2.0,24.0,2,0,401.0,16.0,1.0,0
30.0,1,31.0,27.0,1.0,16.0,2,0,743.85,6.0,0.0,1
36.0,0,18.0,18.0,1.0,11.0,0,1,974.0,3.0,1.0,3
62.0,1,13.0,9.0,2.0,6.0,2,0,205.0,15.0,1.0,1
34.0,0,15.0,17.0,9.0,6.0,1,2,609.0,24.0,1.0,0
65.0,1,30.0,16.0,9.0,5.0,2,2,650.0,29.0,1.0,0
23.0,0,1.0,30.0,10.0,27.0,0,0,653.0,14.0,1.0,0
42.0,0,32.0,7.0,0.0,1.0,1,2,438.0,1.0,1.0,3
31.0,0,44.0,8.0,0.0,15.0,0,2,679.5,10.0,0.0,3
39.0,1,52.0,14.0,2.0,19.0,2,0,537.77,6.0,0.0,1
40.0,1,23.0,21.0,6.0,30.0,0,0,164.0,7.0,1.0,0
37.0,0,38.0,28.0,4.0,2.0,1,1,234.0,19.0,1.0,3
26.0,1,33.0,29.0,4.0,5.0,2,1,508.0,14.0,1.0,2
36.0,0,44.0,3.0,2.0,17.0,1,2,655.74,3.0,0.0,3
44.0,1,58.0,19.0,1.0,14.0,2,0,925.46,20.0,0.0,1
34.0,1,10.0,15.0,3.0,21.0,1,0,855.0,13.0,1.0,1
28.0,1,28.0,25.0,5.0,16.0,0,2,163.0,14.0,1.0,0
31.0,1,48.0,17.0,1.0,1.0,1,2,915.26,29.0,0.0,2
62.0,0,47.0,23.0,1.0,26.0,2,2,372.0,28.0,1.0,0
22.0,0,10.0,27.0,3.0,18.0,0,0,118.0,21.0,1.0,0
23.0,1,35.0,23.0,2.0,2.0,2,2,972.03,25.0,0.0,2
37.0,0,11.0,11.0,2.0,20.0,2,2,732.9,1.0,0.0,3
31.0,1,26.0,24.0,3.0,11.0,2,2,995.47,27.0,0.0,2
54.0,1,18.0,9.0,10.0,26.0,2,2,690.0,24.0,1.0,0
26.0,0,21.0,16.0,8.0,17.0,0,0,842.0,27.0,1.0,0
58.0,1,48.0,17.0,1.0,5.0,2,2,305.0,13.0,1.0,2
34.0,0,43.0,16.0,3.0,0.0,1,2,295.0,25.0,1.0,3
41.0,1,54.0,17.0,9.0,14.0,1,1,170.71,20.0,1.0,0
49.0,1,15.0,24.0,2.0,18.0,1,2,670.23,19.0,0.0,2
21.0,0,31.0,26.0,1.0,9.0,1,2,792.73,3.0,0.0,3
45.0,0,34.0,21.0,1.0,11.0,1,0,677.26,3.0,0.0,3
31.0,1,46.0,1.0,0.0,28.0,0,2,439.0,18.0,1.0,2
23.0,0,30.0,25.0,2.0,18.0,1,0,938.44,7.0,0.0,3
48.0,0,49.0,22.0,4.0,9.0,2,2,982.23,1.0,0.0,3
46.0,0,16.0,5.0,10.0,23.0,2,0,644.0,16.0,1.0,0
44.0,1,44.0,14.0,1.0,12.0,2,2,897.41,1.0,0.0,2
59.0,1,42.0,8.0,2.0,21.0,0,1,136.0,12.0,1.0,0
49.0,1,49.0,26.0,8.0,16.0,1,2,135.0,2.0,1.0,0
49.0,1,59.0,7.0,4.0,18.0,1,2,868.93,30.0,0.0,2
31.0,1,2.0,22.0,2.0,11.0,2,0,884.8,16.0,0.0,1
47.0,1,35.0,20.0,0.0,20.0,2,0,870.07,28.0,0.0,1
52.0,0,31.0,20.0,2.0,21.0,0,1,128.0,19.0,1.0,0
45.0,1,40.0,17.0,4.0,20.0,0,2,546.84,29.0,0.0,2
63.0,1,17.0,11.0,4.0,3.0,2,2,694.95,2.0,1.0,2
49.0,1,15.0,21.0,7.0,3.0,1,1,637.0,14.0,1.0,1
24.0,1,54.0,15.0,0.0,6.0,0,0,558.33,10.0,0.0,1
24.0,1,25.0,18.0,10.0,2.0,1,2,599.0,11.0,1.0,2
27.0,1,35.0,22.0,2.0,7.0,1,0,981.43,16.0,0.0,1
59.0,1,13.0,27.0,3.0,0.0,0,2,790.0,1.0,1.0,2
56.0,1,26.0,11.0,3.0,12.0,2,0,711.0,26.0,1.0,1
23.0,1,58.0,23.0,7.0,5.0,2,0,368.0,17.0,1.0,1
53.0,1,52.0,7.0,0.0,26.0,1,2,786.09,26.0,1.0,2
31.0,1,4.0,26.0,0.0,18.0,1,2,847.73,11.0,0.0,2
40.0,1,30.0,3.0,2.0,4.0,1,0,523.39,22.0,0.0,1
35.0,1,43.0,6.0,2.0,6.0,0,0,881.82,1.0,0.0,1
19.0,1,56.0,1.0,0.0,8.0,2,2,528.13,23.0,0.0,2
40.0,1,12.0,23.0,0.0,18.0,2,0,912.13,23.0,0.0,1
25.0,0,42.0,20.0,3.0,29.0,2,0,408.0,18.0,1.0,0
52.0,0,56.0,8.0,8.0,19.0,0,1,908.0,4.0,1.0,3
47.0,1,20.0,28.0,8.0,12.0,2,0,882.5,14.0,1.0,1
50.0,1,26.0,11.0,2.0,3.0,0,0,530.41,19.0,0.0,1
33.0,1,30.0,19.0,0.0,11.0,2,0,980.95,29.0,0.0,1
43.0,1,47.0,29.0,4.0,16.0,1,0,955.76,6.0,0.0,1
29.0,0,2.0,1.0,9.0,11.0,0,2,218.0,28.0,1.0,0
28.0,1,6.0,27.0,7.0,7.0,2,2,179.0,4.0,1.0,0
34.0,0,60.0,27.0,2.0,14.0,2,0,796.92,14.0,0.0,3
30.0,0,38.0,18.0,6.0,26.0,1,2,353.0,25.0,1.0,0
21.0,0,9.0,27.0,2.0,20.0,2,0,804.51,5.0,0.0,3
35.0,1,8.0,29.0,3.0,11.0,0,0,912.16,29.0,0.0,1
30.0,0,26.0,17.0,3.0,11.0,2,0,608.04,7.0,0.0,3
43.0,1,55.0,1.0,0.0,1.0,1,0,637.94,23.0,0.0,1
18.0,1,56.0,10.0,7.0,25.0,2,0,610.0,5.0,1.0,1
42.0,1,30.0,24.0,0.0,3.0,1,0,646.87,4.0,0.0,1
23.0,0,9.0,30.0,3.0,23.0,2,2,624.04,15.0,1.0,3
34.0,1,20.0,20.0,0.0,12.0,2,2,957.62,21.0,0.0,2
36.0,1,18.0,15.0,9.0,15.0,0,1,830.0,6.0,1.0,0
32.0,0,37.0,15.0,1.0,14.0,1,2,987.96,9.0,0.0,3
57.0,0,44.0,21.0,9.0,26.0,0,1,560.0,18.0,1.0,0
51.0,0,60.0,10.0,7.0,5.0,1,0,745.0,6.0,1.0,3
20.0,0,37.0,8.0,10.0,18.0,2,1,963.0,20.0,1.0,3
61.0,0,58.0,15.0,6.0,27.0,2,1,198.53,13.0,1.0,0
36.0,1,23.0,1.0,3.0,20.0,2,0,797.0,26.0,1.0,1
52.0,0,35.0,27.0,8.0,30.0,2,2,358.0,28.0,1.0,0
35.0,0,17.0,28.0,1.0,19.0,2,0,409.0,3.0,1.0,3
40.0,1,5.0,16.0,6.0,21.0,2,2,258.41,4.0,1.0,0
22.0,1,35.0,21.0,2.0,7.0,0,0,513.93,21.0,0.0,1
45.0,0,4.0,30.0,6.0,7.0,0,0,875.0,14.0,1.0,3
33.0,1,32.0,19.0,1.0,19.0,0,0,722.62,8.0,0.0,1
19.0,1,23.0,4.0,0.0,3.0,2,0,601.0,26.0,1.0,1
36.0,1,28.0,15.0,5.0,27.0,1,2,125.0,11.0,1.0,0
31.0,0,25.0,18.0,3.0,4.0,1,0,240.21,7.0,1.0,3
43.0,0,51.0,7.0,4.0,14.0,2,2,557.4,2.0,0.0,3
36.0,1,23.0,9.0,0.0,15.0,1,1,232.0,13.0,1.0,2
50.0,1,48.0,23.0,5.0,3.0,2,2,764.39,26.0,0.0,2
50.0,1,30.0,8.0,4.0,5.0,1,0,614.24,19.0,0.0,1
39.0,0,17.0,16.0,3.0,11.0,0,0,535.0,16.0,1.0,3
